,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
89,2012,100.0,EG.ELC.ACCS.RU.ZS,CAN,Canada,North America,High income,Not classified
90,2013,100.0,EG.ELC.ACCS.RU.ZS,CAN,Canada,North America,High income,Not classified
91,2014,100.0,EG.ELC.ACCS.RU.ZS,CAN,Canada,North America,High income,Not classified
92,2015,100.0,EG.ELC.ACCS.RU.ZS,CAN,Canada,North America,High income,Not classified
93,2016,100.0,EG.ELC.ACCS.RU.ZS,CAN,Canada,North America,High income,Not classified
94,2017,100.0,EG.ELC.ACCS.RU.ZS,CAN,Canada,North America,High income,Not classified
95,2018,100.0,EG.ELC.ACCS.RU.ZS,CAN,Canada,North America,High income,Not classified
96,2011,56.4257518454,EG.ELC.ACCS.RU.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
97,2012,56.2426788514,EG.ELC.ACCS.RU.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
98,2013,56.0967181806,EG.ELC.ACCS.RU.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
99,2014,55.9802592217,EG.ELC.ACCS.RU.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
100,2015,55.8868788961,EG.ELC.ACCS.RU.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
101,2016,55.8100626977,EG.ELC.ACCS.RU.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
102,2017,54.2074230533,EG.ELC.ACCS.RU.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
103,2018,56.8579061022,EG.ELC.ACCS.RU.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
104,2011,85.7404890485,EG.ELC.ACCS.RU.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
105,2012,84.6177306733,EG.ELC.ACCS.RU.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
106,2013,88.4647809821,EG.ELC.ACCS.RU.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
107,2014,91.2396917226,EG.ELC.ACCS.RU.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
108,2015,93.1427012332,EG.ELC.ACCS.RU.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
109,2016,97.1637674945,EG.ELC.ACCS.RU.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
110,2017,96.9414876253,EG.ELC.ACCS.RU.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
111,2018,99.4932297991,EG.ELC.ACCS.RU.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
112,2011,100.0,EG.ELC.ACCS.RU.ZS,USA,United States,North America,High income,Not classified
113,2012,100.0,EG.ELC.ACCS.RU.ZS,USA,United States,North America,High income,Not classified
114,2013,100.0,EG.ELC.ACCS.RU.ZS,USA,United States,North America,High income,Not classified
115,2014,100.0,EG.ELC.ACCS.RU.ZS,USA,United States,North America,High income,Not classified
116,2015,100.0,EG.ELC.ACCS.RU.ZS,USA,United States,North America,High income,Not classified
117,2016,100.0,EG.ELC.ACCS.RU.ZS,USA,United States,North America,High income,Not classified
118,2017,100.0,EG.ELC.ACCS.RU.ZS,USA,United States,North America,High income,Not classified
119,2018,100.0,EG.ELC.ACCS.RU.ZS,USA,United States,North America,High income,Not classified
120,2011,22.5439321601,EG.ELC.FOSL.ZS,CAN,Canada,North America,High income,Not classified
121,2012,21.4246109721,EG.ELC.FOSL.ZS,CAN,Canada,North America,High income,Not classified
122,2013,20.7693406189,EG.ELC.FOSL.ZS,CAN,Canada,North America,High income,Not classified
123,2014,20.7631254341,EG.ELC.FOSL.ZS,CAN,Canada,North America,High income,Not classified
124,2015,21.0671795331,EG.ELC.FOSL.ZS,CAN,Canada,North America,High income,Not classified
125,2011,64.4736565359,EG.ELC.FOSL.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
126,2012,64.2028608583,EG.ELC.FOSL.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
127,2013,64.1031553864,EG.ELC.FOSL.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
128,2014,63.4725389763,EG.ELC.FOSL.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
129,2015,63.0871090825,EG.ELC.FOSL.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
130,2011,59.1525132956,EG.ELC.FOSL.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
131,2012,70.7587597681,EG.ELC.FOSL.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
132,2013,40.1230973967,EG.ELC.FOSL.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
133,2014,60.797688789,EG.ELC.FOSL.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
134,2015,51.5248065544,EG.ELC.FOSL.ZS,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
135,2011,68.4178582201,EG.ELC.FOSL.ZS,USA,United States,North America,High income,Not classified
136,2012,68.8628396369,EG.ELC.FOSL.ZS,USA,United States,North America,High income,Not classified
137,2013,67.8246484698,EG.ELC.FOSL.ZS,USA,United States,North America,High income,Not classified
138,2014,67.4619532149,EG.ELC.FOSL.ZS,USA,United States,North America,High income,Not classified
139,2015,67.0787014713,EG.ELC.FOSL.ZS,USA,United States,North America,High income,Not classified
